x1,x2,x3,x4,x5,x6,y
0.5331161618232727,0.2320396900177002,0.8208925127983093,0.02188500575721264,0.9730578660964966,0.0846349447965622,0.011101922600959397
0.3966931104660034,0.5896267890930176,0.06446405500173569,0.6962689757347107,0.1445874273777008,0.6970717310905457,0.14994604217530616
0.04289034754037857,0.2823680341243744,0.6534942388534546,0.4130493402481079,0.33141061663627625,0.9266455769538879,1.5264441118766279
0.9025459289550781,0.8979259729385376,0.39816007018089294,0.8675761222839355,0.5344036221504211,0.2925003170967102,0.008364885136313033
0.8611358404159546,0.3879404366016388,0.1453821361064911,0.9623275995254517,0.6707537174224854,0.21258898079395294,0.0019378899009289236
0.19342844188213348,0.8077266812324524,0.9045634269714355,0.2578117847442627,0.46752139925956726,0.5691806077957153,0.2635916257063527
0.3709099292755127,0.06444746255874634,0.3138831555843353,0.6034662127494812,0.025322336703538895,0.8085668683052063,0.2460441426662153
0.6992811560630798,0.7418306469917297,0.5741587281227112,0.1790798008441925,0.8530650734901428,0.41076403856277466,0.029383657180174924
0.6275274753570557,0.36601173877716064,0.2640378475189209,0.3566167652606964,0.2201043963432312,0.3147177994251251,0.5349506333089495
0.3020363450050354,0.9380768537521362,0.5046582221984863,0.9255343675613403,0.8916205167770386,0.9659529328346252,0.0021742477961510893
0.13338008522987366,0.18208715319633484,0.214761421084404,0.21650534868240356,0.5843163132667542,0.6563014388084412,0.8073102048138319
0.8118105530738831,0.5118789672851562,0.9545316100120544,0.5030524134635925,0.2872962951660156,0.061931099742650986,0.07251504407926314
0.9557577967643738,0.021546758711338043,0.7051733136177063,0.6583618521690369,0.41778701543807983,0.45055779814720154,0.06988889150534784
0.09905102103948593,0.6565424799919128,0.46143391728401184,0.12180382758378983,0.7145676612854004,0.8302941918373108,0.28582093472699394
0.46161049604415894,0.463556706905365,0.7574974298477173,0.7682762145996094,0.7782147526741028,0.5459865927696228,0.034704614040130186
0.6088253259658813,0.8563935160636902,0.012907885946333408,0.4493609368801117,0.10597099363803864,0.17230501770973206,1.0195920153424023
0.5755164623260498,0.4731029272079468,0.5553802251815796,0.5749983191490173,0.5270630121231079,0.8729691505432129,0.2563957524017267
0.49467331171035767,0.8302379846572876,0.29900848865509033,0.14294390380382538,0.3552916944026947,0.47123801708221436,0.3141034620388546
0.0696655735373497,0.03984019532799721,0.9814453721046448,0.9964112043380737,0.16846610605716705,0.15589725971221924,0.0012126246756935688
0.9849010109901428,0.6548736095428467,0.22617654502391815,0.2839374840259552,0.9657196402549744,0.5007481575012207,0.0002763048742525495
0.7787496447563171,0.1295720636844635,0.4735817313194275,0.3786972463130951,0.8291215896606445,0.9872511625289917,0.007707054651127317
0.16668322682380676,0.5497531294822693,0.7328197360038757,0.8411657810211182,0.03260330110788345,0.35701894760131836,0.07754019585368233
0.2728988528251648,0.32037466764450073,0.048122406005859375,0.05013401806354523,0.4747970998287201,0.016334060579538345,0.03950407601054838
0.6569110155105591,0.9983395934104919,0.8084633350372314,0.7322003245353699,0.6468154788017273,0.6404963731765747,0.007412042023841031
0.7325881123542786,0.12416458129882812,0.12348325550556183,0.8042361736297607,0.2800145745277405,0.6025561094284058,0.08739143531072707
0.33784520626068115,0.6967542171478271,0.8641689419746399,0.4776386022567749,0.6082605123519897,0.2406151443719864,1.1564525034583966
0.22281579673290253,0.42539891600608826,0.417755126953125,0.6319229006767273,0.9155585169792175,0.3860337436199188,0.1578651813851933
0.8319945335388184,0.7556427717208862,0.6575820446014404,0.0874231606721878,0.2128288894891739,0.7696982622146606,0.2214190987363532
0.9356049299240112,0.28124454617500305,0.9084068536758423,0.2427244633436203,0.08209019899368286,0.7247240543365479,0.46395090383080684
0.009585300460457802,0.9156585335731506,0.16473281383514404,0.5372294783592224,0.7855551242828369,0.1186283603310585,0.18840530091386543
0.42583250999450684,0.20630007982254028,0.6167029738426208,0.3203873634338379,0.7219066023826599,0.2542344629764557,0.16595708299210962
0.5037345290184021,0.5987420678138733,0.3721701502799988,0.8969730138778687,0.39390766620635986,0.9015567302703857,0.028035517683882964
0.5162872672080994,0.29799866676330566,0.19545726478099823,0.7412805557250977,0.8609901070594788,0.7560876607894897,0.004307374340303035
0.41352105140686035,0.8823027610778809,0.9401822686195374,0.04053488001227379,0.0017112549394369125,0.3997666835784912,0.046784743648422916
0.02606145665049553,0.24765144288539886,0.27887117862701416,0.8198743462562561,0.4439217448234558,0.223098024725914,0.032566594750058485
0.9193738698959351,0.5739923715591431,0.5225018262863159,0.399530827999115,0.6786673069000244,0.6201950311660767,0.03211327751118887
0.813023567199707,0.08006671816110611,0.7699086666107178,0.3047758936882019,0.5576942563056946,0.8839175701141357,0.242715359131229
0.24154166877269745,0.7262037396430969,0.030243419110774994,0.9751151204109192,0.3236839771270752,0.2717517614364624,0.15211101261964186
0.32279765605926514,0.40357881784439087,0.6892983317375183,0.13333246111869812,0.13684169948101044,0.10489524155855179,0.16504172058170596
0.7473943829536438,0.7921112179756165,0.4485386908054352,0.584091067314148,0.9963675737380981,0.7383348941802979,0.0018983095788453594
0.675606369972229,0.1664678007364273,0.6395342350006104,0.8870533108711243,0.11394181847572327,0.5183877944946289,0.03305480341634272
0.25395840406417847,0.5275057554244995,0.37936732172966003,0.3308260142803192,0.7546799778938293,0.13838043808937073,0.4136112858494707
0.181458979845047,0.3503734767436981,0.8392012715339661,0.5593599081039429,0.6910138130187988,0.48497065901756287,0.13144745182409268
0.7637326121330261,0.9536924362182617,0.0798846110701561,0.22105193138122559,0.4257769286632538,0.8593578338623047,0.06384542099507576
0.9726200699806213,0.44792595505714417,0.33070775866508484,0.06574571877717972,0.3106631934642792,0.6541074514389038,0.2607643151845114
0.08218779414892197,0.8720165491104126,0.586181104183197,0.6540579795837402,0.5766354203224182,0.0026015983894467354,0.49392607695405577
0.4784727692604065,0.005935143679380417,0.13189920783042908,0.4880894720554352,0.8839510679244995,0.37453559041023254,0.007545803352398044
0.5919620990753174,0.6721770167350769,0.8882228136062622,0.7943039536476135,0.24345986545085907,0.9696117639541626,0.49219859872209093
0.6211568117141724,0.055451758205890656,0.42971956729888916,0.16964386403560638,0.6391307711601257,0.044413622468709946,0.01746842269432983
0.4490320086479187,0.6392389535903931,0.6743878126144409,0.6124445199966431,0.49816787242889404,0.6739402413368225,0.24225364176839928
